"family.id" "actor.id" "partner.id" "dep1" "dep2"
62 "f" "m" 4.33333333333333 4.66666666666667
62 "f" "y" 2.33333333333333 2.33333333333333
62 "m" "c" 4.66666666666667 4.66666666666667
62 "m" "f" 3.66666666666667 3.66666666666667
62 "m" "y" 3.33333333333333 3.66666666666667
62 "y" "c" 2.66666666666667 4.33333333333333
62 "y" "f" 1.66666666666667 1.66666666666667
62 "y" "m" 2 2.33333333333333
63 "c" "f" 5 4.33333333333333
63 "c" "m" 4.66666666666667 4.66666666666667
63 "c" "y" 4 4
63 "f" "c" 4 4
63 "f" "m" 4.66666666666667 4
63 "f" "y" 2.33333333333333 3.33333333333333
63 "m" "c" 4.33333333333333 4
63 "m" "f" 4 4.66666666666667
63 "m" "y" 3.66666666666667 3.66666666666667
63 "y" "c" 3.33333333333333 3
63 "y" "f" 2.66666666666667 3
63 "y" "m" 3.33333333333333 4
64 "c" "f" 5 3.66666666666667
64 "c" "m" 3.66666666666667 4
64 "c" "y" 5 5
64 "f" "c" 3.33333333333333 3.33333333333333
64 "f" "m" 2.33333333333333 3
64 "f" "y" 4 3
64 "m" "c" 3.33333333333333 3
64 "m" "f" 3.33333333333333 3
64 "m" "y" 3.33333333333333 3.66666666666667
64 "y" "c" 4 3.87892376681614
64 "y" "f" 4.66666666666667 5
64 "y" "m" 5 5
65 "c" "f" 2 3.66666666666667
65 "c" "m" 5 5
65 "c" "y" 4.66666666666667 5
65 "f" "c" 4.33333333333333 4
65 "f" "m" 5 5
65 "f" "y" 4.33333333333333 4
65 "m" "c" 3.33333333333333 3.33333333333333
65 "m" "f" 2.33333333333333 3.66666666666667
65 "m" "y" 3.66666666666667 3.66666666666667
65 "y" "c" 4.33333333333333 4.66666666666667
65 "y" "f" 4 4.66666666666667
65 "y" "m" 4.33333333333333 4.33333333333333
66 "c" "f" 4.33333333333333 4
66 "c" "m" 3 4
66 "c" "y" 3.33333333333333 2.33333333333333
66 "f" "c" 2 2
66 "f" "m" 2.66666666666667 3.33333333333333
66 "f" "y" 2.33333333333333 2.33333333333333
66 "m" "c" 4.33333333333333 5
66 "m" "f" 3.33333333333333 4.66666666666667
66 "m" "y" 2.33333333333333 1.66666666666667
66 "y" "c" 4 4
66 "y" "f" 3.66666666666667 3.66666666666667
66 "y" "m" 3 3
67 "c" "f" 4.66666666666667 4.66666666666667
67 "c" "m" 4.66666666666667 4.66666666666667
67 "c" "y" 3.33333333333333 4.33333333333333
67 "f" "c" 4 4.66666666666667
67 "f" "m" 4.66666666666667 5
67 "f" "y" 2.66666666666667 4.33333333333333
67 "m" "c" 5 5
67 "m" "f" 5 5
67 "m" "y" 3.33333333333333 3.66666666666667
67 "y" "c" 3.66666666666667 3
67 "y" "f" 4.66666666666667 3.66666666666667
67 "y" "m" 3.33333333333333 2.33333333333333
68 "c" "f" 4 3.33333333333333
68 "c" "m" 4.33333333333333 4
68 "c" "y" 4.33333333333333 3.92397660818713
68 "f" "c" 2.33333333333333 3.33333333333333
68 "f" "m" 4.33333333333333 2.33333333333333
68 "f" "y" 3.33333333333333 3.33333333333333
68 "m" "c" 2.33333333333333 2.33333333333333
68 "m" "f" 4.33333333333333 4.66666666666667
68 "m" "y" 2.66666666666667 2.66666666666667
68 "y" "c" 4 4
68 "y" "f" 5 5
68 "y" "m" 5 4.66666666666667
69 "c" "f" 4.33333333333333 4
69 "c" "m" 3 3.66666666666667
69 "c" "y" 3 3
69 "f" "c" 4 4
69 "f" "m" 3 3
69 "f" "y" 4 4
69 "m" "c" 5 4.33333333333333
69 "m" "f" 3.66666666666667 3
69 "m" "y" 2.66666666666667 3.33333333333333
69 "y" "c" 2.66666666666667 2.66666666666667
69 "y" "f" 2.66666666666667 2.33333333333333
69 "y" "m" 1.33333333333333 2.33333333333333
70 "c" "f" 3.33333333333333 5
70 "c" "m" 4 5
70 "c" "y" 2 2.33333333333333
70 "f" "c" 4 4.33333333333333
70 "f" "m" 4 4.33333333333333
70 "f" "y" 3.33333333333333 2.66666666666667
70 "m" "c" 4.33333333333333 4.33333333333333
70 "m" "f" 4.66666666666667 5
70 "m" "y" 3.66666666666667 4
70 "y" "c" 4 4.33333333333333
70 "y" "f" 5 2.33333333333333
70 "y" "m" 4 4
71 "c" "f" 5 5
71 "c" "m" 4.66666666666667 4.66666666666667
71 "c" "y" 3.66666666666667 5
71 "f" "c" 4 3.66666666666667
71 "f" "m" 4 4.66666666666667
71 "f" "y" 4 4
71 "m" "c" 4 4
71 "m" "f" 3.66666666666667 4
71 "m" "y" 4 4
71 "y" "c" 5 5
71 "y" "f" 5 5
71 "y" "m" 3.33333333333333 4.66666666666667
72 "c" "f" 4.33333333333333 4
72 "c" "m" 5 5
72 "c" "y" 4.66666666666667 4.66666666666667
72 "f" "c" 3.33333333333333 4
72 "f" "m" 4.33333333333333 4.33333333333333
72 "f" "y" 3 3
72 "m" "c" 4 4
72 "m" "f" 4.66666666666667 4.33333333333333
72 "m" "y" 4.33333333333333 4
72 "y" "c" 4 4
72 "y" "f" 2.66666666666667 3
72 "y" "m" 4 3.66666666666667
73 "c" "f" 5 5
73 "c" "m" 5 5
73 "c" "y" 4.33333333333333 4.66666666666667
73 "f" "c" 4.33333333333333 4
73 "f" "m" 3.33333333333333 3.33333333333333
73 "f" "y" 4.33333333333333 4.66666666666667
73 "m" "c" 3.33333333333333 3.66666666666667
73 "m" "f" 5 5
73 "m" "y" 3.33333333333333 3.66666666666667
73 "y" "c" 4.33333333333333 4
73 "y" "f" 4 4.33333333333333
73 "y" "m" 3.66666666666667 4.66666666666667
74 "c" "f" 5 5
74 "c" "m" 5 5
74 "c" "y" 4.33333333333333 4.66666666666667
74 "f" "c" 4 4.66666666666667
74 "f" "m" 2.33333333333333 2.66666666666667
74 "f" "y" 3.66666666666667 2.66666666666667
74 "m" "c" 2.33333333333333 3
74 "m" "f" 4.33333333333333 2.66666666666667
74 "m" "y" 4 3.66666666666667
74 "y" "c" 3.33333333333333 3
74 "y" "f" 4.33333333333333 3
74 "y" "m" 4.66666666666667 3.78125
75 "c" "f" 5 5
75 "c" "m" 5 5
75 "c" "y" 4 4
75 "f" "c" 4.33333333333333 5
75 "f" "m" 5 5
75 "f" "y" 5 5
75 "m" "c" 4.66666666666667 4.66666666666667
75 "m" "f" 4.33333333333333 5
75 "m" "y" 4.66666666666667 5
75 "y" "c" 4.33333333333333 3.33333333333333
75 "y" "f" 4.66666666666667 5
75 "y" "m" 3.66666666666667 5
76 "c" "f" 4 4
76 "c" "m" 3 4.66666666666667
76 "c" "y" 3 3.33333333333333
76 "f" "c" 3 3.33333333333333
76 "f" "m" 4.33333333333333 4.66666666666667
76 "f" "y" 4.66666666666667 5
76 "m" "c" 4.33333333333333 3.66666666666667
76 "m" "f" 4.66666666666667 4.66666666666667
76 "m" "y" 5 3.66666666666667
76 "y" "c" 4 3.33333333333333
76 "y" "f" 5 5
76 "y" "m" 4 4.33333333333333
77 "c" "f" 3.66666666666667 3
77 "c" "m" 4 3.33333333333333
77 "c" "y" 3 3.33333333333333
77 "f" "c" 3.66666666666667 3.66666666666667
77 "f" "m" 3.33333333333333 3.66666666666667
77 "f" "y" 4 4.33333333333333
77 "m" "c" 3.66666666666667 3.66666666666667
77 "m" "f" 2.33333333333333 3
77 "m" "y" 2.66666666666667 3
77 "y" "c" 3 3.33333333333333
77 "y" "f" 3.66666666666667 3
77 "y" "m" 4 3.33333333333333
78 "c" "f" 4.66666666666667 5
78 "c" "m" 5 5
78 "c" "y" 3.66666666666667 3.33333333333333
78 "f" "c" 5 5
78 "f" "m" 5 5
78 "f" "y" 5 5
78 "m" "c" 4 5
78 "m" "f" 4 5
78 "m" "y" 3.66666666666667 5
78 "y" "c" 3.66666666666667 3.66666666666667
78 "y" "f" 4.33333333333333 4.33333333333333
78 "y" "m" 4.33333333333333 4.33333333333333
79 "c" "f" 3.66666666666667 3.66666666666667
79 "c" "m" 4.66666666666667 4
79 "c" "y" 2.66666666666667 4
79 "f" "c" 3.66666666666667 4.66666666666667
79 "f" "m" 2.66666666666667 3.66666666666667
79 "f" "y" 4 3
79 "m" "c" 5 5
79 "m" "f" 3.33333333333333 3.33333333333333
79 "m" "y" 3 2.66666666666667
79 "y" "c" 2.33333333333333 3
79 "y" "f" 2.33333333333333 2
79 "y" "m" 3 3
80 "c" "f" 5 5
80 "c" "m" 5 5
80 "c" "y" 4.66666666666667 5
80 "f" "c" 4 4
80 "f" "m" 5 5
80 "f" "y" 4 4
80 "m" "c" 4 3.66666666666667
80 "m" "f" 4 4
80 "m" "y" 3.66666666666667 3.66666666666667
80 "y" "c" 3.33333333333333 3.66666666666667
80 "y" "f" 4.66666666666667 3.33333333333333
80 "y" "m" 4.66666666666667 3.33333333333333
81 "c" "f" 3 4.33333333333333
81 "c" "m" 5 5
81 "c" "y" 4.66666666666667 5
81 "f" "c" 3 3.33333333333333
81 "f" "m" 3.66666666666667 4.66666666666667
81 "f" "y" 4.33333333333333 5
81 "m" "c" 3.33333333333333 4
81 "m" "f" 4.33333333333333 4
81 "m" "y" 4.67243867243867 3.66666666666667
81 "y" "c" 3.66666666666667 3.66666666666667
81 "y" "f" 2.66666666666667 2.33333333333333
81 "y" "m" 4 4
82 "c" "f" 3.66666666666667 4
82 "c" "m" 3.66666666666667 3.66666666666667
82 "c" "y" 3.33333333333333 3.66666666666667
82 "f" "c" 4.33333333333333 3.66666666666667
82 "f" "m" 4.66666666666667 3
82 "f" "y" 2.33333333333333 2.33333333333333
82 "m" "c" 3.66666666666667 3.33333333333333
82 "m" "f" 2.66666666666667 2.66666666666667
82 "m" "y" 3 3.33333333333333
82 "y" "c" 3.33333333333333 3.66666666666667
82 "y" "f" 3.66666666666667 3
82 "y" "m" 5 5
83 "c" "f" 4.33333333333333 4.66666666666667
83 "c" "m" 5 5
83 "c" "y" 5 5
83 "f" "c" 4.33333333333333 4.66666666666667
83 "f" "m" 4 3.66666666666667
83 "f" "y" 4.33333333333333 4.33333333333333
83 "m" "c" 4.66666666666667 4.66666666666667
83 "m" "f" 5 5
83 "m" "y" 4.66666666666667 4.66666666666667
83 "y" "c" 5 5
83 "y" "f" 5 4.66666666666667
83 "y" "m" 5 5
84 "c" "f" 4.66666666666667 4
84 "c" "m" 4.66666666666667 4.33333333333333
84 "c" "y" 4 4
84 "f" "c" 3.66666666666667 3.66666666666667
84 "f" "m" 4 4.33333333333333
84 "f" "y" 4.66666666666667 4.66666666666667
84 "m" "c" 4 4
84 "m" "f" 4.66666666666667 4
84 "m" "y" 3.66666666666667 3.66666666666667
84 "y" "c" 4 4.66666666666667
84 "y" "f" 4.66666666666667 4.33333333333333
84 "y" "m" 4.66666666666667 4.66666666666667
85 "c" "f" 5 5
85 "c" "m" 5 5
85 "c" "y" 3.66666666666667 4
85 "f" "c" 4.66666666666667 5
85 "f" "m" 5 5
85 "f" "y" 4 4.66666666666667
85 "m" "c" 5 4.66666666666667
85 "m" "f" 4.66666666666667 4.66666666666667
85 "m" "y" 3.67238912732475 3.33333333333333
85 "y" "c" 3.66666666666667 3.33333333333333
85 "y" "f" 5 5
85 "y" "m" 5 5
86 "c" "f" 3.33333333333333 4.33333333333333
86 "c" "m" 4.33333333333333 4.66666666666667
86 "c" "y" 4.66666666666667 3.66666666666667
86 "f" "c" 5 4.66666666666667
86 "f" "m" 5 5
86 "f" "y" 4.66666666666667 3.33333333333333
86 "m" "c" 4.66666666666667 4
86 "m" "f" 5 4.33333333333333
86 "m" "y" 4.33333333333333 4
86 "y" "c" 2 3.33333333333333
86 "y" "f" 1.66666666666667 2
86 "y" "m" 2.66666666666667 2
87 "c" "f" 3.33333333333333 2.66666666666667
87 "c" "m" 2.66666666666667 3
87 "c" "y" 3.66666666666667 3
87 "f" "c" 3.66666666666667 2
87 "f" "m" 3.33333333333333 2.66666666666667
87 "f" "y" 4.66666666666667 4
87 "m" "c" 4 4
87 "m" "f" 4.33333333333333 4.33333333333333
87 "m" "y" 3.66666666666667 4.66666666666667
87 "y" "c" 3.33333333333333 3.18468468468468
87 "y" "f" 3.66666666666667 3
87 "y" "m" 3.33333333333333 3.66666666666667
88 "c" "f" 4.33333333333333 4
88 "c" "m" 4 3.66666666666667
88 "c" "y" 3 3.66666666666667
88 "f" "c" 4.66666666666667 5
88 "f" "m" 5 5
88 "f" "y" 5 4.66666666666667
88 "m" "c" 2.66666666666667 2.66666666666667
88 "m" "f" 4 4
88 "m" "y" 3 2.66666666666667
88 "y" "c" 4 3.66666666666667
88 "y" "f" 4.33333333333333 4
88 "y" "m" 3.66666666666667 3.66666666666667
89 "c" "f" 5 3.66666666666667
89 "c" "m" 4.66666666666667 4.66666666666667
89 "c" "y" 5 5
89 "f" "c" 5 5
89 "f" "m" 3.66666666666667 4.33333333333333
89 "f" "y" 5 5
89 "m" "c" 4.66666666666667 5
89 "m" "f" 4 4
89 "m" "y" 5 5
89 "y" "c" 4.66666666666667 4.66666666666667
89 "y" "f" 4.66666666666667 3.33333333333333
89 "y" "m" 5 3.66666666666667
90 "c" "f" 4 5
90 "c" "m" 5 5
90 "c" "y" 3.66666666666667 4
90 "f" "c" 4.33333333333333 4.66666666666667
90 "f" "m" 5 5
90 "f" "y" 4.66666666666667 3.66666666666667
90 "m" "c" 4.33333333333333 3.66666666666667
90 "m" "f" 4.66666666666667 5
90 "m" "y" 4.33333333333333 4.66666666666667
90 "y" "c" 3.66666666666667 4.33333333333333
90 "y" "f" 5 5
90 "y" "m" 3.66666666666667 5
91 "c" "f" 4.66666666666667 4.66666666666667
91 "c" "m" 5 5
91 "c" "y" 2.33333333333333 2.66666666666667
91 "f" "c" 2.33333333333333 3.33333333333333
91 "f" "m" 4.66666666666667 5
91 "f" "y" 3.33333333333333 2.66666666666667
91 "m" "c" 2.66666666666667 3.33333333333333
91 "m" "f" 4.33333333333333 4
91 "m" "y" 2 3
91 "y" "c" 2 2.33333333333333
91 "y" "f" 4.66666666666667 5
91 "y" "m" 4.66666666666667 5
92 "c" "f" 2.66666666666667 2
92 "c" "m" 3.33333333333333 3
92 "c" "y" 3.66666666666667 5
92 "f" "c" 3 2.33333333333333
92 "f" "m" 4.33333333333333 3.66666666666667
92 "f" "y" 3 2.66666666666667
92 "m" "c" 3.66666666666667 3.66666666666667
92 "m" "f" 4 4.33333333333333
92 "m" "y" 3.33333333333333 3.33333333333333
92 "y" "c" 5 5
92 "y" "f" 3 3
92 "y" "m" 3.33333333333333 3
93 "c" "f" 5 5
93 "c" "m" 5 4.33333333333333
93 "c" "y" 5 5
93 "f" "c" 4 4.66666666666667
93 "f" "m" 4 3.66666666666667
93 "f" "y" 4 5
93 "m" "c" 4 4
93 "m" "f" 4.66666666666667 4.66666666666667
93 "m" "y" 4.33333333333333 3.66666666666667
93 "y" "c" 5 3.66666666666667
93 "y" "f" 5 4.62929745889387
93 "y" "m" 5 3.66666666666667
94 "c" "f" 4 3
94 "c" "m" 4 4
94 "c" "y" 2.66666666666667 3
94 "f" "c" 2.66666666666667 4.33333333333333
94 "f" "m" 5 5
94 "f" "y" 3 3.33333333333333
94 "m" "c" 3.66666666666667 3.33333333333333
94 "m" "f" 3 4.33333333333333
94 "m" "y" 4 3
94 "y" "c" 3.33333333333333 3
94 "y" "f" 2 2
94 "y" "m" 1.66666666666667 2
95 "c" "f" 4 4.33333333333333
95 "c" "m" 4.33333333333333 4.66666666666667
95 "c" "y" 4.66666666666667 3.33333333333333
95 "f" "c" 2.66666666666667 2.33333333333333
95 "f" "m" 5 5
95 "f" "y" 3.33333333333333 3.33333333333333
95 "m" "c" 2.66666666666667 3
95 "m" "f" 3.33333333333333 3.33333333333333
95 "m" "y" 2.33333333333333 2
95 "y" "c" 3.66666666666667 3.66666666666667
95 "y" "f" 4.33333333333333 4
95 "y" "m" 2.66666666666667 3.33333333333333
96 "c" "f" 5 5
96 "c" "m" 5 5
96 "c" "y" 5 3.33333333333333
96 "f" "c" 4.66666666666667 3.33333333333333
96 "f" "m" 4.66666666666667 3.33333333333333
96 "f" "y" 4 4.66666666666667
96 "m" "c" 4.33333333333333 4.33333333333333
96 "m" "f" 3.33333333333333 4
96 "m" "y" 4.66666666666667 3.66666666666667
96 "y" "c" 3.66666666666667 4.33333333333333
96 "y" "f" 4 4.33333333333333
96 "y" "m" 2.66666666666667 2.66666666666667
97 "c" "f" 4 4
97 "c" "m" 3.66666666666667 4
97 "c" "y" 2.66666666666667 2.33333333333333
97 "f" "c" 5 5
97 "f" "m" 5 5
97 "f" "y" 4 3.66666666666667
97 "m" "c" 4.33333333333333 4
97 "m" "f" 5 5
97 "m" "y" 3 2.66666666666667
97 "y" "c" 5 4.66666666666667
97 "y" "f" 4.66666666666667 5
97 "y" "m" 4.66666666666667 4.66666666666667
98 "c" "f" 4.33333333333333 5
98 "c" "m" 3.66666666666667 4.33333333333333
98 "c" "y" 3.66666666666667 4.66666666666667
98 "f" "c" 4.66666666666667 4.66666666666667
98 "f" "m" 4.66666666666667 5
98 "f" "y" 4.66666666666667 4.66666666666667
98 "m" "c" 3.66666666666667 3
98 "m" "f" 5 5
98 "m" "y" 4.66666666666667 4.66666666666667
98 "y" "c" 3.66666666666667 4.33333333333333
98 "y" "f" 3.66666666666667 5
98 "y" "m" 5 5
99 "c" "f" 4.66666666666667 5
99 "c" "m" 2.33333333333333 2
99 "c" "y" 4.33333333333333 4.66666666666667
99 "f" "c" 4.66666666666667 4.33333333333333
99 "f" "m" 4.33333333333333 3.66666666666667
99 "f" "y" 3.66666666666667 3.66666666666667
99 "m" "c" 5 5
99 "m" "f" 5 5
99 "m" "y" 5 5
99 "y" "c" 3.33333333333333 3
99 "y" "f" 3.66666666666667 3.33333333333333
99 "y" "m" 2.33333333333333 2
100 "c" "f" 5 3.33333333333333
100 "c" "m" 1 1
100 "c" "y" 2.33333333333333 2.66666666666667
100 "f" "c" 4.66666666666667 4.33333333333333
100 "f" "m" 2.66666666666667 2.66666666666667
100 "f" "y" 2.33333333333333 3
100 "m" "c" 3 3
100 "m" "f" 3.33333333333333 2.66666666666667
100 "m" "y" 3.00577200577201 3.66666666666667
100 "y" "c" 3.33333333333333 4
100 "y" "f" 2.66666666666667 3
100 "y" "m" 2 2
101 "c" "f" 4 4
101 "c" "m" 4.66666666666667 4.66666666666667
101 "c" "y" 2.33333333333333 3.33333333333333
101 "f" "c" 4 4
101 "f" "m" 4.66666666666667 5
101 "f" "y" 3.66666666666667 4
101 "m" "c" 5 4.66666666666667
101 "m" "f" 3.33333333333333 4.33333333333333
101 "m" "y" 4.33333333333333 4
101 "y" "c" 4 4
101 "y" "f" 5 4.66666666666667
101 "y" "m" 5 5
102 "c" "f" 5 5
102 "c" "m" 5 3.66666666666667
102 "c" "y" 4.33333333333333 4
102 "f" "c" 4.33333333333333 3.66666666666667
102 "f" "m" 5 5
102 "f" "y" 4.66666666666667 5
102 "m" "c" 4 4
102 "m" "f" 5 5
102 "m" "y" 4.33333333333333 3.66666666666667
102 "y" "c" 3.66666666666667 3.66666666666667
102 "y" "f" 3.33333333333333 2.66666666666667
102 "y" "m" 4 4.66666666666667
103 "c" "f" 4.66666666666667 4
103 "c" "m" 3.33333333333333 4
103 "c" "y" 4.66666666666667 4
103 "f" "c" 4.33333333333333 4.66666666666667
103 "f" "m" 4.66666666666667 5
103 "f" "y" 4 3
103 "m" "c" 5 5
103 "m" "f" 5 5
103 "m" "y" 5 5
103 "y" "c" 4.66666666666667 3
103 "y" "f" 4.33333333333333 2.66666666666667
103 "y" "m" 4 3.33333333333333
104 "c" "f" 4.66666666666667 4.66666666666667
104 "c" "m" 3.66666666666667 3
104 "c" "y" 3.66666666666667 3.66666666666667
104 "f" "c" 3.33333333333333 3.66666666666667
104 "f" "m" 4.66666666666667 5
104 "f" "y" 4 4.66666666666667
104 "m" "c" 3.33333333333333 3
104 "m" "f" 4.66666666666667 4
104 "m" "y" 4.66666666666667 4.33333333333333
104 "y" "c" 4.33333333333333 3.66666666666667
104 "y" "f" 5 5
104 "y" "m" 4 5
105 "c" "f" 4.33333333333333 5
105 "c" "m" 5 5
105 "c" "y" 4.33333333333333 5
105 "f" "c" 4 3.33333333333333
105 "f" "m" 4.33333333333333 3.33333333333333
105 "f" "y" 3.66666666666667 3.33333333333333
105 "m" "c" 3.33333333333333 3.66666666666667
105 "m" "f" 3.33333333333333 3
105 "m" "y" 2.66666666666667 2.66666666666667
105 "y" "c" 4 4.33333333333333
105 "y" "f" 4.33333333333333 4.66666666666667
105 "y" "m" 4 4
106 "c" "f" 3 3.66666666666667
106 "c" "m" 4.66666666666667 4.66666666666667
106 "c" "y" 4 4.66666666666667
106 "f" "c" 4 5
106 "f" "m" 5 5
106 "f" "y" 4.66666666666667 5
106 "m" "c" 4 4.33333333333333
106 "m" "f" 4 3.66666666666667
106 "m" "y" 4 3
106 "y" "c" 4 4
106 "y" "f" 4.33333333333333 4
106 "y" "m" 4.33333333333333 4.33333333333333
107 "c" "f" 3.66666666666667 3.33333333333333
107 "c" "m" 2.66666666666667 3.33333333333333
107 "c" "y" 3 3
107 "f" "c" 3.66666666666667 4.66666666666667
107 "f" "m" 4.33333333333333 4
107 "f" "y" 2 1.33333333333333
107 "m" "c" 3 3
107 "m" "f" 2.66666666666667 2.66666666666667
107 "m" "y" 3 3
107 "y" "c" 2.66666666666667 3
107 "y" "f" 4 4.33333333333333
107 "y" "m" 4.33333333333333 4
108 "c" "f" 3.33333333333333 3
108 "c" "m" 2.33333333333333 2.66666666666667
108 "c" "y" 2.33333333333333 2.66666666666667
108 "f" "c" 3.33333333333333 3
108 "f" "m" 5 5
108 "f" "y" 4.33333333333333 4.66666666666667
108 "m" "c" 2.66666666666667 4
108 "m" "f" 5 5
108 "m" "y" 5 5
108 "y" "c" 1.66666666666667 2.66666666666667
108 "y" "f" 4.33333333333333 3.66666666666667
108 "y" "m" 4.66666666666667 4.33333333333333
109 "c" "f" 1.66666666666667 2
109 "c" "m" 5 5
109 "c" "y" 4 4.33333333333333
109 "f" "c" 4 4
109 "f" "m" 4.66666666666667 5
109 "f" "y" 1.33333333333333 1
109 "m" "c" 5 3.66666666666667
109 "m" "f" 5 3.66666666666667
109 "m" "y" 2.66666666666667 3.33333333333333
109 "y" "c" 4.33333333333333 4.66666666666667
109 "y" "f" 2.33333333333333 2
109 "y" "m" 5 3.66666666666667
110 "c" "f" 3.33333333333333 3
110 "c" "m" 4.66666666666667 4.33333333333333
110 "c" "y" 3.66666666666667 3.33333333333333
110 "f" "c" 4.33333333333333 4.33333333333333
110 "f" "m" 5 5
110 "f" "y" 4.33333333333333 5
110 "m" "c" 5 5
110 "m" "f" 5 4
110 "m" "y" 4 3.66666666666667
110 "y" "c" 3.33333333333333 2.66666666666667
110 "y" "f" 4.33333333333333 2
110 "y" "m" 3 3.33333333333333
111 "c" "f" 4.33333333333333 4.33333333333333
111 "c" "m" 4.33333333333333 5
111 "c" "y" 3.66666666666667 3.33333333333333
111 "f" "c" 3 3.66666666666667
111 "f" "m" 4.33333333333333 4
111 "f" "y" 3.66666666666667 3.33333333333333
111 "m" "c" 4 4
111 "m" "f" 4 4
111 "m" "y" 3.33333333333333 3
111 "y" "c" 4 4.33333333333333
111 "y" "f" 3.33333333333333 4.66666666666667
111 "y" "m" 4.33333333333333 5
112 "c" "f" 2 1.66666666666667
112 "c" "m" 4 3
112 "c" "y" 4 3
112 "f" "c" 4 4
112 "f" "m" 3.66666666666667 4.66666666666667
112 "f" "y" 3.33333333333333 4
112 "m" "c" 4 3.66666666666667
112 "m" "f" 4 4.33333333333333
112 "m" "y" 4.66666666666667 4.66666666666667
112 "y" "c" 2.90922619047619 2.66666666666667
112 "y" "f" 4.66666666666667 2.66666666666667
112 "y" "m" 5 5
113 "c" "f" 4 3.33333333333333
113 "c" "m" 4 3.66666666666667
113 "c" "y" 3.66666666666667 3.66666666666667
113 "f" "c" 2 2
113 "f" "m" 3.33333333333333 3.66666666666667
113 "f" "y" 3.66666666666667 3.33333333333333
113 "m" "c" 2.33333333333333 2
113 "m" "f" 2 1.66666666666667
113 "m" "y" 5 5
113 "y" "c" 2.33333333333333 2.66666666666667
113 "y" "f" 3 3.66666666666667
113 "y" "m" 4.33333333333333 4.33333333333333
114 "c" "f" 4.66666666666667 5
114 "c" "m" 4.66666666666667 5
114 "c" "y" 4.66666666666667 5
114 "f" "c" 3.33333333333333 3
114 "f" "m" 4.33333333333333 5
114 "f" "y" 3 3.66666666666667
114 "m" "c" 2.66666666666667 4.33333333333333
114 "m" "f" 5 5
114 "m" "y" 3.33333333333333 3.66666666666667
114 "y" "c" 2.33333333333333 2.33333333333333
114 "y" "f" 5 5
114 "y" "m" 5 5
115 "c" "f" 3.66666666666667 4
115 "c" "m" 4 4
115 "c" "y" 4 4
115 "f" "c" 3.66666666666667 3
115 "f" "m" 3.66666666666667 4.33333333333333
115 "f" "y" 3.33333333333333 2.66666666666667
115 "m" "c" 4 3.33333333333333
115 "m" "f" 3.66666666666667 4
115 "m" "y" 3.66666666666667 3.33333333333333
115 "y" "c" 1.66666666666667 1.66666666666667
115 "y" "f" 1 1.33333333333333
115 "y" "m" 4.66666666666667 5
116 "c" "f" 3.66666666666667 3.33333333333333
116 "c" "m" 4 3.33333333333333
116 "c" "y" 3 3
116 "f" "c" 5 5
116 "f" "m" 5 5
116 "f" "y" 4.33333333333333 4.33333333333333
116 "m" "c" 4.33333333333333 4.31884057971014
116 "m" "f" 3.66666666666667 5
116 "m" "y" 3.33333333333333 4
116 "y" "c" 4.33333333333333 3.33333333333333
116 "y" "f" 3.66666666666667 4
116 "y" "m" 3.66666666666667 4.66666666666667
117 "c" "f" 5 5
117 "c" "m" 4 4
117 "c" "y" 4.33333333333333 3.33333333333333
117 "f" "c" 2.66666666666667 3.66666666666667
117 "f" "m" 5 5
117 "f" "y" 2.33333333333333 2.33333333333333
117 "m" "c" 3.33333333333333 3.33333333333333
117 "m" "f" 4.66666666666667 5
117 "m" "y" 2.33333333333333 2.33333333333333
117 "y" "c" 3.33333333333333 3
117 "y" "f" 4 3.66666666666667
117 "y" "m" 4 3.66666666666667
118 "c" "f" 5 5
118 "c" "m" 5 5
118 "c" "y" 4.66666666666667 5
118 "f" "c" 2.66666666666667 3
118 "f" "m" 4.33333333333333 5
118 "f" "y" 3.33333333333333 3.33333333333333
118 "m" "c" 4.66666666666667 5
118 "m" "f" 5 5
118 "m" "y" 5 4.33333333333333
118 "y" "c" 4.66666666666667 5
118 "y" "f" 4.33333333333333 4.66666666666667
118 "y" "m" 5 5
119 "c" "f" 4 4
119 "c" "m" 4 3.77391304347826
119 "c" "y" 3.33333333333333 3.33333333333333
119 "f" "c" 4.33333333333333 4.66666666666667
119 "f" "m" 3.66666666666667 4
119 "f" "y" 4 4.33333333333333
119 "m" "c" 5 4.33333333333333
119 "m" "f" 4.66666666666667 5
119 "m" "y" 4.33333333333333 4.66666666666667
119 "y" "c" 4.66666666666667 5
119 "y" "f" 4.66666666666667 4.33333333333333
119 "y" "m" 5 5
120 "c" "f" 5 5
120 "c" "m" 5 5
120 "c" "y" 4.33333333333333 4
120 "f" "c" 4 5
120 "f" "m" 4 5
120 "f" "y" 5 5
120 "m" "c" 3.33333333333333 3.33333333333333
120 "m" "f" 5 4.33333333333333
120 "m" "y" 4 4
120 "y" "c" 4.66666666666667 4
120 "y" "f" 4.33333333333333 4.66666666666667
120 "y" "m" 4.66666666666667 4.33333333333333
121 "c" "f" 5 5
121 "c" "m" 5 4.71052631578947
121 "c" "y" 4.33333333333333 4
121 "f" "c" 3.66666666666667 3.66666666666667
121 "f" "m" 4.33333333333333 4.33333333333333
121 "f" "y" 2.66666666666667 2.33333333333333
121 "m" "c" 3.66666666666667 3.31884057971014
121 "m" "f" 3.33333333333333 3
121 "m" "y" 2 1.66666666666667
