"family.id" "perceiver.id" "target.id" "anx"
80 "y" "c" 1.83333333333333
80 "y" "f" 1.5
80 "y" "m" 1.33333333333333
81 "c" "f" 2
81 "c" "m" 1
81 "c" "y" 1
81 "f" "c" 2.5
81 "f" "m" 1.83333333333333
81 "f" "y" 2
81 "m" "c" 1.33333333333333
81 "m" "f" 1.5
81 "m" "y" 1
81 "y" "c" 3
81 "y" "f" 1.66666666666667
81 "y" "m" 1.83333333333333
82 "c" "f" 1.16666666666667
82 "c" "m" 1
82 "c" "y" 1.33333333333333
82 "f" "c" 1.16666666666667
82 "f" "m" 2
82 "f" "y" 2.5
82 "m" "c" 2
82 "m" "f" 2.16666666666667
82 "m" "y" 2.33333333333333
82 "y" "c" 2.66666666666667
82 "y" "f" 4.16666666666667
82 "y" "m" 2.5
83 "c" "f" 1.5
83 "c" "m" 1
83 "c" "y" 1
83 "f" "c" 2.5
83 "f" "m" 3.83333333333333
83 "f" "y" 2
83 "m" "c" 1
83 "m" "f" 1
83 "m" "y" 1
83 "y" "c" 1
83 "y" "f" 1.21651785714286
83 "y" "m" 1.5
84 "c" "f" 1.5
84 "c" "m" 1.16666666666667
84 "c" "y" 1
84 "f" "c" 1.66666666666667
84 "f" "m" 1
84 "f" "y" 1.16666666666667
84 "m" "c" 2
84 "m" "f" 1.83333333333333
84 "m" "y" 1.83333333333333
84 "y" "c" 2.33333333333333
84 "y" "f" 1.33333333333333
84 "y" "m" 1.16666666666667
85 "c" "f" 1
85 "c" "m" 1
85 "c" "y" 1
85 "f" "c" 1
85 "f" "m" 2
85 "f" "y" 2
85 "m" "c" 1.33333333333333
85 "m" "f" 1
85 "m" "y" 1.5
85 "y" "c" 2
85 "y" "f" 1
85 "y" "m" 1
86 "c" "f" 1
86 "c" "m" 1
86 "c" "y" 1.16666666666667
86 "f" "c" 1.5
86 "f" "m" 1.33333333333333
86 "f" "y" 1.83333333333333
86 "m" "c" 1.16666666666667
86 "m" "f" 1.66666666666667
86 "m" "y" 1.66666666666667
86 "y" "c" 1.83333333333333
86 "y" "f" 2
86 "y" "m" 2
87 "c" "f" 3.5
87 "c" "m" 3.16666666666667
87 "c" "y" 1.66666666666667
87 "f" "c" 3.66666666666667
87 "f" "m" 3.5
87 "f" "y" 2.83333333333333
87 "m" "c" 1.16666666666667
87 "m" "f" 1.66666666666667
87 "m" "y" 1.33333333333333
87 "y" "c" 2.16666666666667
87 "y" "f" 2
87 "y" "m" 2.16666666666667
88 "c" "f" 1.5
88 "c" "m" 2
88 "c" "y" 1.66666666666667
88 "f" "c" 1.33333333333333
88 "f" "m" 1.16666666666667
88 "f" "y" 1
88 "m" "c" 2
88 "m" "f" 1
88 "m" "y" 2.33333333333333
88 "y" "c" 2
88 "y" "f" 1.83333333333333
88 "y" "m" 2.16666666666667
89 "c" "f" 2
89 "c" "m" 1
89 "c" "y" 1.33333333333333
89 "f" "c" 1.16666666666667
89 "f" "m" 1.33333333333333
89 "f" "y" 1
89 "m" "c" 1
89 "m" "f" 2
89 "m" "y" 1
89 "y" "c" 1
89 "y" "f" 2
89 "y" "m" 1
90 "c" "f" 1.83333333333333
90 "c" "m" 1
90 "c" "y" 1.83333333333333
90 "f" "c" 1
90 "f" "m" 1
90 "f" "y" 1.16666666666667
90 "m" "c" 1
90 "m" "f" 1.33333333333333
90 "m" "y" 1
90 "y" "c" 1.83333333333333
90 "y" "f" 1.5
90 "y" "m" 1
91 "c" "f" 1.33333333333333
91 "c" "m" 1.33333333333333
91 "c" "y" 1.66666666666667
91 "f" "c" 2.33333333333333
91 "f" "m" 2.66666666666667
91 "f" "y" 1.83333333333333
91 "m" "c" 2.5
91 "m" "f" 2.16666666666667
91 "m" "y" 3
91 "y" "c" 2.33333333333333
91 "y" "f" 1.83333333333333
91 "y" "m" 1.16666666666667
92 "c" "f" 3.5
92 "c" "m" 2.16666666666667
92 "c" "y" 2.33333333333333
92 "f" "c" 2.33333333333333
92 "f" "m" 2.66666666666667
92 "f" "y" 2.5
92 "m" "c" 2.16666666666667
92 "m" "f" 2.83333333333333
92 "m" "y" 3.33333333333333
92 "y" "c" 1
92 "y" "f" 2.66666666666667
92 "y" "m" 2.5
93 "c" "f" 1
93 "c" "m" 1.16666666666667
93 "c" "y" 1.5
93 "f" "c" 1.66666666666667
93 "f" "m" 1.83333333333333
93 "f" "y" 1.33333333333333
93 "m" "c" 1
93 "m" "f" 1
93 "m" "y" 1.5
93 "y" "c" 1
93 "y" "f" 1.66666666666667
93 "y" "m" 1.33333333333333
94 "c" "f" 1.66666666666667
94 "c" "m" 1.5
94 "c" "y" 2.16666666666667
94 "f" "c" 1.5
94 "f" "m" 1.5
94 "f" "y" 2.66666666666667
94 "m" "c" 1.5
94 "m" "f" 1.83333333333333
94 "m" "y" 2
94 "y" "c" 2.16666666666667
94 "y" "f" 4.33333333333333
94 "y" "m" 3.33333333333333
95 "c" "f" 2.16666666666667
95 "c" "m" 1.16666666666667
95 "c" "y" 2.33333333333333
95 "f" "c" 2.33333333333333
95 "f" "m" 2
95 "f" "y" 3.33333333333333
95 "m" "c" 2.5
95 "m" "f" 1.83333333333333
95 "m" "y" 2.66666666666667
95 "y" "c" 2.66666666666667
95 "y" "f" 2.16666666666667
95 "y" "m" 2.16666666666667
96 "c" "f" 1
96 "c" "m" 1
96 "c" "y" 1
96 "f" "c" 2.5
96 "f" "m" 1.83333333333333
96 "f" "y" 3
96 "m" "c" 1
96 "m" "f" 1.16666666666667
96 "m" "y" 1.16666666666667
96 "y" "c" 1.33333333333333
96 "y" "f" 1.16666666666667
96 "y" "m" 1.66666666666667
97 "c" "f" 2.33333333333333
97 "c" "m" 2.16666666666667
97 "c" "y" 1.83333333333333
97 "f" "c" 1.33333333333333
97 "f" "m" 1.5
97 "f" "y" 1.66666666666667
97 "m" "c" 1.33333333333333
97 "m" "f" 1.33333333333333
97 "m" "y" 1.16666666666667
97 "y" "c" 2.66666666666667
97 "y" "f" 1.83333333333333
97 "y" "m" 1.33333333333333
98 "c" "f" 1
98 "c" "m" 1.33333333333333
98 "c" "y" 1.33333333333333
98 "f" "c" 1.16666666666667
98 "f" "m" 1.16666666666667
98 "f" "y" 1.33333333333333
98 "m" "c" 1.5
98 "m" "f" 1
98 "m" "y" 1
98 "y" "c" 2.16666666666667
98 "y" "f" 1
98 "y" "m" 1
99 "c" "f" 1.16666666666667
99 "c" "m" 3.16666666666667
99 "c" "y" 2.33333333333333
99 "f" "c" 1.16666666666667
99 "f" "m" 1.83333333333333
99 "f" "y" 1.66666666666667
99 "m" "c" 1.16666666666667
99 "m" "f" 1
99 "m" "y" 1.33333333333333
99 "y" "c" 1.66666666666667
99 "y" "f" 1.33333333333333
99 "y" "m" 1.66666666666667
100 "c" "f" 1.5
100 "c" "m" 3.33333333333333
100 "c" "y" 3.83333333333333
100 "f" "c" 1.5
100 "f" "m" 1
100 "f" "y" 1.66666666666667
100 "m" "c" 2.5
100 "m" "f" 3.5
100 "m" "y" 2.16666666666667
100 "y" "c" 1
100 "y" "f" 2.33333333333333
100 "y" "m" 2
101 "c" "f" 1
101 "c" "m" 1
101 "c" "y" 2
101 "f" "c" 1.83333333333333
101 "f" "m" 1.16666666666667
101 "f" "y" 1.83333333333333
101 "m" "c" 2
101 "m" "f" 2
101 "m" "y" 2.16666666666667
101 "y" "c" 1.33333333333333
101 "y" "f" 1.16666666666667
101 "y" "m" 1
102 "c" "f" 1.66666666666667
102 "c" "m" 1.5
102 "c" "y" 1.83333333333333
102 "f" "c" 1
102 "f" "m" 1
102 "f" "y" 1.33333333333333
102 "m" "c" 2.83333333333333
102 "m" "f" 1.16666666666667
102 "m" "y" 2.33333333333333
102 "y" "c" 2.5
102 "y" "f" 3
102 "y" "m" 1.5
103 "c" "f" 1.16666666666667
103 "c" "m" 1.16666666666667
103 "c" "y" 1.33333333333333
103 "f" "c" 1.33333333333333
103 "f" "m" 1
103 "f" "y" 1.66666666666667
103 "m" "c" 1
103 "m" "f" 1
103 "m" "y" 1
103 "y" "c" 2.83333333333333
103 "y" "f" 2.66666666666667
103 "y" "m" 1.66666666666667
104 "c" "f" 1.5
104 "c" "m" 1.5
104 "c" "y" 1.66666666666667
104 "f" "c" 1.66666666666667
104 "f" "m" 1.5
104 "f" "y" 1.16666666666667
104 "m" "c" 1.33333333333333
104 "m" "f" 1.16666666666667
104 "m" "y" 1.66666666666667
104 "y" "c" 2
104 "y" "f" 1.33333333333333
104 "y" "m" 1
105 "c" "f" 1
105 "c" "m" 1.5
105 "c" "y" 1.66666666666667
105 "f" "c" 2.33333333333333
105 "f" "m" 2.33333333333333
105 "f" "y" 2.16666666666667
105 "m" "c" 2.83333333333333
105 "m" "f" 2
105 "m" "y" 3.33333333333333
105 "y" "c" 1.16666666666667
105 "y" "f" 1
105 "y" "m" 2.16666666666667
106 "c" "f" 2.5
106 "c" "m" 1.66666666666667
106 "c" "y" 2.33333333333333
106 "f" "c" 2.16666666666667
106 "f" "m" 1.16666666666667
106 "f" "y" 1
106 "m" "c" 2.16666666666667
106 "m" "f" 2.33333333333333
106 "m" "y" 2.16666666666667
106 "y" "c" 1.64781297134238
106 "y" "f" 1.5
106 "y" "m" 1.33333333333333
107 "c" "f" 2
107 "c" "m" 2.33333333333333
107 "c" "y" 2.33333333333333
107 "f" "c" 1.33333333333333
107 "f" "m" 2.33333333333333
107 "f" "y" 3.66666666666667
107 "m" "c" 3.66666666666667
107 "m" "f" 4
107 "m" "y" 2.5
107 "y" "c" 3.83333333333333
107 "y" "f" 3
107 "y" "m" 2.83333333333333
108 "c" "f" 2.5
108 "c" "m" 2.16666666666667
108 "c" "y" 3.16666666666667
108 "f" "c" 3
108 "f" "m" 1
108 "f" "y" 2.83333333333333
108 "m" "c" 2.16666666666667
108 "m" "f" 1.66666666666667
108 "m" "y" 1
108 "y" "c" 3.16666666666667
108 "y" "f" 1.83333333333333
108 "y" "m" 1.33333333333333
109 "c" "f" 1.66666666666667
109 "c" "m" 1
109 "c" "y" 1.66666666666667
109 "f" "c" 2
109 "f" "m" 1
109 "f" "y" 2.66666666666667
109 "m" "c" 1
109 "m" "f" 1
109 "m" "y" 2
109 "y" "c" 1.83333333333333
109 "y" "f" 1.66666666666667
109 "y" "m" 1
110 "c" "f" 3.16666666666667
110 "c" "m" 1.83333333333333
110 "c" "y" 3.66666666666667
110 "f" "c" 2.16666666666667
110 "f" "m" 1.66666666666667
110 "f" "y" 2.5
110 "m" "c" 1.5
110 "m" "f" 2.83333333333333
110 "m" "y" 3.66666666666667
110 "y" "c" 2.16666666666667
110 "y" "f" 1.66666666666667
110 "y" "m" 1.83333333333333
111 "c" "f" 1.83333333333333
111 "c" "m" 1.33333333333333
111 "c" "y" 1.83333333333333
111 "f" "c" 2.33333333333333
111 "f" "m" 2.16666666666667
111 "f" "y" 2.33333333333333
111 "m" "c" 2.33333333333333
111 "m" "f" 2.66666666666667
111 "m" "y" 2.33333333333333
111 "y" "c" 2.16666666666667
111 "y" "f" 1.5
111 "y" "m" 1.66666666666667
112 "c" "f" 2.33333333333333
112 "c" "m" 1.16666666666667
112 "c" "y" 1.33333333333333
112 "f" "c" 2.66666666666667
112 "f" "m" 1.5
112 "f" "y" 2.66666666666667
112 "m" "c" 2.33333333333333
112 "m" "f" 1.5
112 "m" "y" 1.16666666666667
112 "y" "c" 2.33333333333333
112 "y" "f" 3.66666666666667
112 "y" "m" 1.16666666666667
113 "c" "f" 2
113 "c" "m" 1.83333333333333
113 "c" "y" 2.16666666666667
113 "f" "c" 3
113 "f" "m" 3.16666666666667
113 "f" "y" 2
113 "m" "c" 3.33333333333333
113 "m" "f" 4
113 "m" "y" 1
113 "y" "c" 3.83333333333333
113 "y" "f" 3
113 "y" "m" 2
114 "c" "f" 1.16666666666667
114 "c" "m" 1.16666666666667
114 "c" "y" 1.16666666666667
114 "f" "c" 2
114 "f" "m" 1.33333333333333
114 "f" "y" 2.66666666666667
114 "m" "c" 1.33333333333333
114 "m" "f" 1
114 "m" "y" 1.83333333333333
114 "y" "c" 1.83333333333333
114 "y" "f" 1
114 "y" "m" 1
115 "c" "f" 2
115 "c" "m" 2
115 "c" "y" 2
115 "f" "c" 2.5
115 "f" "m" 2.66666666666667
115 "f" "y" 2.5
115 "m" "c" 2.16666666666667
115 "m" "f" 2.16666666666667
115 "m" "y" 1.33333333333333
115 "y" "c" 1.33333333333333
115 "y" "f" 2
115 "y" "m" 1
116 "c" "f" 3
116 "c" "m" 2.83333333333333
116 "c" "y" 2.83333333333333
116 "f" "c" 1.16666666666667
116 "f" "m" 1.16666666666667
116 "f" "y" 1.83333333333333
116 "m" "c" 1.33333333333333
116 "m" "f" 1
116 "m" "y" 1.66666666666667
116 "y" "c" 2.33333333333333
116 "y" "f" 2.83333333333333
116 "y" "m" 1.16666666666667
117 "c" "f" 1.16666666666667
117 "c" "m" 1.5
117 "c" "y" 1.83333333333333
117 "f" "c" 2.16666666666667
117 "f" "m" 2.33333333333333
117 "f" "y" 3.66666666666667
117 "m" "c" 2.16666666666667
117 "m" "f" 1.16666666666667
117 "m" "y" 3.16666666666667
117 "y" "c" 1
117 "y" "f" 1.83333333333333
117 "y" "m" 2
118 "c" "f" 1
118 "c" "m" 1
118 "c" "y" 1.5
118 "f" "c" 3.16666666666667
118 "f" "m" 1.5
118 "f" "y" 3.33333333333333
118 "m" "c" 1.33333333333333
118 "m" "f" 1
118 "m" "y" 1.83333333333333
118 "y" "c" 1
118 "y" "f" 1
118 "y" "m" 1
119 "c" "f" 1.33333333333333
119 "c" "m" 1.15866084425036
119 "c" "y" 1.5
119 "f" "c" 1.5
119 "f" "m" 2.5
119 "f" "y" 2
119 "m" "c" 1.33333333333333
119 "m" "f" 1.16666666666667
119 "m" "y" 1.33333333333333
119 "y" "c" 4
119 "y" "f" 1.33333333333333
119 "y" "m" 1.83333333333333
120 "c" "f" 1
120 "c" "m" 1.33333333333333
120 "c" "y" 1.16666666666667
120 "f" "c" 1.16666666666667
120 "f" "m" 2
120 "f" "y" 1
120 "m" "c" 2.83333333333333
120 "m" "f" 1.66666666666667
120 "m" "y" 2.33333333333333
120 "y" "c" 2.66666666666667
120 "y" "f" 1.83333333333333
120 "y" "m" 1.5
121 "c" "f" 1.5
121 "c" "m" 1
121 "c" "y" 1.33333333333333
121 "f" "c" 1.33333333333333
121 "f" "m" 1.16666666666667
121 "f" "y" 2.33333333333333
121 "m" "c" 1.16666666666667
121 "m" "f" 1.33333333333333
121 "m" "y" 2.66666666666667
121 "y" "c" 2
121 "y" "f" 3.33333333333333
121 "y" "m" 1.5
122 "c" "f" 2
122 "c" "m" 1
122 "c" "y" 2
122 "f" "c" 2.33333333333333
122 "f" "m" 2
122 "f" "y" 2.16666666666667
122 "m" "c" 2
122 "m" "f" 1
122 "m" "y" 1.16666666666667
122 "y" "c" 1.66666666666667
122 "y" "f" 2
122 "y" "m" 1.66666666666667
123 "c" "f" 2
123 "c" "m" 1.33333333333333
123 "c" "y" 2.66666666666667
123 "f" "c" 2.83333333333333
123 "f" "m" 2.66666666666667
123 "f" "y" 1.16666666666667
123 "m" "c" 2.5
123 "m" "f" 3.16666666666667
123 "m" "y" 1
123 "y" "c" 2.16666666666667
123 "y" "f" 1.16666666666667
123 "y" "m" 1
124 "c" "f" 1.33333333333333
124 "c" "m" 1.07971014492754
124 "c" "y" 2.83333333333333
124 "f" "c" 1.5
124 "f" "m" 1.16666666666667
124 "f" "y" 3.83333333333333
124 "m" "c" 1
124 "m" "f" 1
124 "m" "y" 2
124 "y" "c" 3.33333333333333
124 "y" "f" 4.83333333333333
124 "y" "m" 1.16666666666667
125 "c" "f" 2
125 "c" "m" 1.5
125 "c" "y" 1
125 "f" "c" 1.16666666666667
125 "f" "m" 1
125 "f" "y" 1.16666666666667
125 "m" "c" 1
125 "m" "f" 2.5
125 "m" "y" 1.66666666666667
125 "y" "c" 1.16666666666667
125 "y" "f" 1.83333333333333
125 "y" "m" 2.83333333333333
126 "c" "f" 1
126 "c" "m" 1.16666666666667
126 "c" "y" 1.16666666666667
126 "f" "c" 1
126 "f" "m" 1.33333333333333
126 "f" "y" 2.83333333333333
126 "m" "c" 1
126 "m" "f" 4.5
126 "m" "y" 1.16666666666667
126 "y" "c" 2
126 "y" "f" 1
126 "y" "m" 1.66666666666667
127 "c" "f" 1
127 "c" "m" 1
127 "c" "y" 1.33333333333333
127 "f" "c" 1.5
127 "f" "m" 1.5
127 "f" "y" 1.5
127 "m" "c" 1
127 "m" "f" 2.5
127 "m" "y" 2.66666666666667
127 "y" "c" 2.33333333333333
127 "y" "f" 3.16666666666667
127 "y" "m" 2.83333333333333
128 "c" "f" 1.5
128 "c" "m" 1
128 "c" "y" 2.83333333333333
128 "f" "c" 1.66666666666667
128 "f" "m" 2
128 "f" "y" 2.5
128 "m" "c" 1.16666666666667
128 "m" "f" 1.66666666666667
128 "m" "y" 1.66666666666667
128 "y" "c" 2.16666666666667
128 "y" "f" 3.16666666666667
128 "y" "m" 1.66666666666667
129 "c" "f" 1.16666666666667
129 "c" "m" 1.16666666666667
129 "c" "y" 1.16666666666667
129 "f" "c" 1
129 "f" "m" 1.16666666666667
129 "f" "y" 1.5
129 "m" "c" 1.5
129 "m" "f" 1.66666666666667
129 "m" "y" 1.16666666666667
129 "y" "c" 2
129 "y" "f" 1.66666666666667
129 "y" "m" 1.66666666666667
130 "c" "f" 3
130 "c" "m" 2.56550218340611
130 "c" "y" 3
130 "f" "c" 1.16666666666667
130 "f" "m" 1.45833333333333
130 "f" "y" 1.16666666666667
130 "m" "c" 3
130 "m" "f" 2.16666666666667
130 "m" "y" 3
130 "y" "c" 1.83333333333333
130 "y" "f" 1.5
130 "y" "m" 1.5
131 "c" "f" 1.16666666666667
131 "c" "m" 1
131 "c" "y" 2.16666666666667
131 "f" "c" 3.33333333333333
131 "f" "m" 4
131 "f" "y" 3.16666666666667
131 "m" "c" 2.16666666666667
131 "m" "f" 1.83333333333333
131 "m" "y" 1.16666666666667
131 "y" "c" 1.16666666666667
131 "y" "f" 1.66666666666667
131 "y" "m" 1.5
132 "c" "f" 1.5
132 "c" "m" 1.16666666666667
132 "c" "y" 2
132 "f" "c" 1.5
132 "f" "m" 2.33333333333333
132 "f" "y" 2
132 "m" "c" 1.66666666666667
132 "m" "f" 1.66666666666667
132 "m" "y" 1
132 "y" "c" 1
132 "y" "f" 1
132 "y" "m" 1
133 "c" "f" 4.16666666666667
133 "c" "m" 1.66666666666667
133 "c" "y" 3.59722222222222
133 "f" "c" 2
133 "f" "m" 2
133 "f" "y" 1.96783218195774
133 "m" "c" 1.83333333333333
133 "m" "f" 2.33333333333333
133 "m" "y" 1.33333333333333
133 "y" "c" 4.16666666666667
133 "y" "f" 3
133 "y" "m" 2.33333333333333
134 "c" "f" 3.16666666666667
134 "c" "m" 1
134 "c" "y" 2
134 "f" "c" 2.83333333333333
134 "f" "m" 2.16666666666667
134 "f" "y" 2.5
134 "m" "c" 2.16666666666667
134 "m" "f" 3.66666666666667
134 "m" "y" 2.66666666666667
134 "y" "c" 1.33333333333333
134 "y" "f" 1.83333333333333
134 "y" "m" 1
135 "c" "f" 2.5
135 "c" "m" 1.66666666666667
135 "c" "y" 2.33333333333333
135 "f" "c" 1.33333333333333
135 "f" "m" 1.5
135 "f" "y" 1.16666666666667
135 "m" "c" 1.33333333333333
135 "m" "f" 1.16666666666667
135 "m" "y" 1.33333333333333
135 "y" "c" 1
135 "y" "f" 1
135 "y" "m" 1
136 "c" "f" 1
136 "c" "m" 1.5
136 "c" "y" 1.5
136 "f" "c" 2
136 "f" "m" 1.16666666666667
136 "f" "y" 1.66666666666667
136 "m" "c" 3
136 "m" "f" 1.5
136 "m" "y" 2.5
136 "y" "c" 2.83333333333333
136 "y" "f" 3.83333333333333
136 "y" "m" 1.5
137 "c" "f" 1.22393538913363
137 "c" "m" 1.33333333333333
137 "c" "y" 1
137 "f" "c" 1
137 "f" "m" 1.66666666666667
137 "f" "y" 1
137 "m" "c" 1.33333333333333
137 "m" "f" 1.33333333333333
137 "m" "y" 1.83333333333333
137 "y" "c" 2.5
137 "y" "f" 2
137 "y" "m" 2.16666666666667
138 "c" "f" 2
138 "c" "m" 1.83333333333333
138 "c" "y" 2.16666666666667
138 "f" "c" 1.66666666666667
138 "f" "m" 1.33333333333333
138 "f" "y" 2.5
138 "m" "c" 2.33333333333333
138 "m" "f" 2
138 "m" "y" 2.66666666666667
138 "y" "c" 2
138 "y" "f" 2.16666666666667
138 "y" "m" 2
139 "c" "f" 1.5
139 "c" "m" 1
139 "c" "y" 1.16666666666667
139 "f" "c" 1.33333333333333
139 "f" "m" 1.16666666666667
139 "f" "y" 1.5
139 "m" "c" 1.5
139 "m" "f" 1.83333333333333
139 "m" "y" 2
139 "y" "c" 3
139 "y" "f" 2.5
139 "y" "m" 1.66666666666667
140 "c" "f" 2.16666666666667
140 "c" "m" 1.33333333333333
140 "c" "y" 3.5
140 "f" "c" 1
140 "f" "m" 3.16666666666667
140 "f" "y" 1.33333333333333
140 "m" "c" 1
140 "m" "f" 1
140 "m" "y" 1.33333333333333
140 "y" "c" 1.66666666666667
140 "y" "f" 1
140 "y" "m" 1
141 "c" "f" 1.5
141 "c" "m" 1
141 "c" "y" 1.33333333333333
141 "f" "c" 1
141 "f" "m" 1
141 "f" "y" 1.33333333333333
141 "m" "c" 1.16666666666667
141 "m" "f" 1.16666666666667
141 "m" "y" 2.33333333333333
141 "y" "c" 3.16666666666667
141 "y" "f" 1.5
141 "y" "m" 1.66666666666667
142 "c" "f" 2.16666666666667
142 "c" "m" 1.16666666666667
142 "c" "y" 2
142 "f" "c" 2
142 "f" "m" 1
142 "f" "y" 2.16666666666667
142 "m" "c" 1
142 "m" "f" 1
142 "m" "y" 1.83333333333333
142 "y" "c" 1.66666666666667
142 "y" "f" 2
142 "y" "m" 1
143 "c" "f" 1.33333333333333
143 "c" "m" 1
143 "c" "y" 1.33333333333333
143 "f" "c" 1.33333333333333
143 "f" "m" 1.5
143 "f" "y" 2.66666666666667
143 "m" "c" 1.16666666666667
143 "m" "f" 1.33333333333333
143 "m" "y" 1.83333333333333
143 "y" "c" 1.16666666666667
143 "y" "f" 1
143 "y" "m" 1
144 "c" "f" 1
144 "c" "m" 1
144 "c" "y" 1.66666666666667
144 "f" "c" 1
144 "f" "m" 1
144 "f" "y" 1
144 "m" "c" 1
144 "m" "f" 1.16666666666667
144 "m" "y" 1.83333333333333
144 "y" "c" 2.83333333333333
144 "y" "f" 1
144 "y" "m" 2
145 "c" "f" 1.5
145 "c" "m" 2
145 "c" "y" 1.83333333333333
145 "f" "c" 1
145 "f" "m" 3.125
145 "f" "y" 1
145 "m" "c" 1.66666666666667
145 "m" "f" 3.66666666666667
145 "m" "y" 1
145 "y" "c" 1
145 "y" "f" 1.66666666666667
145 "y" "m" 4.5
146 "c" "f" 1
146 "c" "m" 1
146 "c" "y" 1
146 "f" "c" 1.83333333333333
146 "f" "m" 2.33333333333333
146 "f" "y" 2.33333333333333
146 "m" "c" 2
146 "m" "f" 1.33333333333333
146 "m" "y" 2.83333333333333
146 "y" "c" 1.16666666666667
146 "y" "f" 1.16666666666667
146 "y" "m" 1
147 "c" "f" 1
147 "c" "m" 1
147 "c" "y" 1
147 "f" "c" 1
147 "f" "m" 2.16666666666667
147 "f" "y" 1.66666666666667
147 "m" "c" 1
147 "m" "f" 1
147 "m" "y" 1.16666666666667
147 "y" "c" 1
147 "y" "f" 1
147 "y" "m" 1
148 "c" "f" 2
148 "c" "m" 1
148 "c" "y" 3.5
148 "f" "c" 2
148 "f" "m" 2.5
148 "f" "y" 3
148 "m" "c" 2.33333333333333
148 "m" "f" 2.33333333333333
148 "m" "y" 1.83333333333333
148 "y" "c" 3
148 "y" "f" 1.79985119047619
148 "y" "m" 3
149 "c" "f" 2.16666666666667
149 "c" "m" 1.66666666666667
149 "c" "y" 2
149 "f" "c" 3.16666666666667
149 "f" "m" 2
149 "f" "y" 1.83333333333333
149 "m" "c" 4.33333333333333
149 "m" "f" 1.16666666666667
149 "m" "y" 1
149 "y" "c" 2
149 "y" "f" 1
149 "y" "m" 1
150 "c" "f" 4.16666666666667
150 "c" "m" 4
150 "c" "y" 3.83333333333333
150 "f" "c" 1
150 "f" "m" 1
150 "f" "y" 1
150 "m" "c" 3.5
150 "m" "f" 1.16666666666667
150 "m" "y" 1.33333333333333
150 "y" "c" 2.5
150 "y" "f" 2
150 "y" "m" 1.16666666666667
151 "c" "f" 1.16666666666667
151 "c" "m" 1.33333333333333
151 "c" "y" 3.5
151 "f" "c" 1.16666666666667
151 "f" "m" 1.16666666666667
151 "f" "y" 1.33333333333333
151 "m" "c" 1
151 "m" "f" 1
151 "m" "y" 1
151 "y" "c" 2.16666666666667
151 "y" "f" 2.33333333333333
151 "y" "m" 1.83333333333333
152 "c" "f" 1.83333333333333
152 "c" "m" 1.83333333333333
152 "c" "y" 3.33333333333333
152 "f" "c" 1.83333333333333
152 "f" "m" 4.5
152 "f" "y" 3
152 "m" "c" 2
152 "m" "f" 3.33333333333333
152 "m" "y" 3.83333333333333
152 "y" "c" 3.33333333333333
152 "y" "f" 3
152 "y" "m" 3.33333333333333
153 "c" "f" 2.5
153 "c" "m" 1.66666666666667
153 "c" "y" 2.83333333333333
153 "f" "c" 2.33333333333333
153 "f" "m" 1.33333333333333
153 "f" "y" 1.83333333333333
153 "m" "c" 1.33333333333333
153 "m" "f" 1
153 "m" "y" 1
153 "y" "c" 3
153 "y" "f" 2.5
153 "y" "m" 2.33333333333333
154 "c" "f" 2.66666666666667
154 "c" "m" 1.83333333333333
154 "c" "y" 1.33333333333333
154 "f" "c" 2
154 "f" "m" 1
154 "f" "y" 1.16666666666667
154 "m" "c" 2
154 "m" "f" 1
154 "m" "y" 2
154 "y" "c" 2.33333333333333
154 "y" "f" 1
154 "y" "m" 1
155 "c" "f" 1
155 "c" "m" 1
155 "c" "y" 1.5
155 "f" "c" 1.16666666666667
155 "f" "m" 1
155 "f" "y" 2
155 "m" "c" 1.33333333333333
155 "m" "f" 1.5
155 "m" "y" 2
155 "y" "c" 3.5
155 "y" "f" 1.66666666666667
155 "y" "m" 1.5
156 "c" "f" 2.10289855072464
156 "c" "m" 1.33333333333333
156 "c" "y" 1.83333333333333
156 "f" "c" 3
156 "f" "m" 1.5
156 "f" "y" 2.16666666666667
156 "m" "c" 1.66666666666667
156 "m" "f" 1.66666666666667
156 "m" "y" 2.16666666666667
156 "y" "c" 3.66666666666667
156 "y" "f" 2.5
156 "y" "m" 2.66666666666667
157 "c" "f" 1.5
157 "c" "m" 1
157 "c" "y" 1
157 "f" "c" 1.83333333333333
157 "f" "m" 1
157 "f" "y" 1.83333333333333
157 "m" "c" 1.33333333333333
157 "m" "f" 1.5
157 "m" "y" 1.33333333333333
157 "y" "c" 1.66666666666667
157 "y" "f" 3.5
157 "y" "m" 1.83333333333333
158 "c" "f" 1.33333333333333
158 "c" "m" 1
158 "c" "y" 1.5
158 "f" "c" 2.83333333333333
158 "f" "m" 4.66666666666667
158 "f" "y" 2.33333333333333
158 "m" "c" 1.5
158 "m" "f" 2.16666666666667
158 "m" "y" 1.5
158 "y" "c" 1.33333333333333
158 "y" "f" 2
158 "y" "m" 1
159 "c" "f" 1.33333333333333
159 "c" "m" 1.5
159 "c" "y" 2.5
159 "f" "c" 2.16666666666667
159 "f" "m" 1
159 "f" "y" 1.16666666666667
159 "m" "c" 1.5
159 "m" "f" 1
159 "m" "y" 1.5
159 "y" "c" 2
159 "y" "f" 3.5
159 "y" "m" 2.16666666666667
160 "c" "f" 1.66666666666667
160 "c" "m" 1
160 "c" "y" 1.5
160 "f" "c" 1.33333333333333
160 "f" "m" 1
160 "f" "y" 1
160 "m" "c" 1
