"family.id" "actor.id" "partner.id" "anx1" "anx2"
122 "y" "f" 2 2
122 "y" "m" 1.66666666666667 1.66666666666667
123 "f" "m" 2.66666666666667 2.66666666666667
123 "f" "y" 1.33333333333333 1
123 "m" "f" 3.33333333333333 3
123 "m" "y" 1 1
123 "y" "f" 1 1.33333333333333
123 "y" "m" 1 1
124 "f" "m" 1.33333333333333 1
124 "f" "y" 4 3.66666666666667
124 "m" "f" 1 1
124 "m" "y" 2.66666666666667 1.33333333333333
124 "y" "f" 5 4.66666666666667
124 "y" "m" 1 1.33333333333333
125 "f" "m" 1 1
125 "f" "y" 1.33333333333333 1
125 "m" "f" 2.66666666666667 2.33333333333333
125 "m" "y" 1.66666666666667 1.66666666666667
125 "y" "f" 1.66666666666667 2
125 "y" "m" 3.33333333333333 2.33333333333333
126 "f" "m" 1.66666666666667 1
126 "f" "y" 2 3.66666666666667
126 "m" "f" 4.33333333333333 4.66666666666667
126 "m" "y" 1 1.33333333333333
126 "y" "f" 1 1
126 "y" "m" 2 1.33333333333333
127 "f" "m" 1.66666666666667 1.33333333333333
127 "f" "y" 1.66666666666667 1.33333333333333
127 "m" "f" 2.66666666666667 2.33333333333333
127 "m" "y" 2.33333333333333 3
127 "y" "f" 2.66666666666667 3.66666666666667
127 "y" "m" 2.66666666666667 3
128 "f" "m" 1.33333333333333 2.66666666666667
128 "f" "y" 2.33333333333333 2.66666666666667
128 "m" "f" 1.66666666666667 1.66666666666667
128 "m" "y" 1.66666666666667 1.66666666666667
128 "y" "f" 3 3.33333333333333
128 "y" "m" 1.33333333333333 2
129 "f" "m" 1.33333333333333 1
129 "f" "y" 2 1
129 "m" "f" 2.33333333333333 1
129 "m" "y" 1.33333333333333 1
129 "y" "f" 1.66666666666667 1.66666666666667
129 "y" "m" 1.33333333333333 2
130 "f" "m" 1.33333333333333 1.58333333333333
130 "f" "y" 1.33333333333333 1
130 "m" "f" 2 2.33333333333333
130 "m" "y" 3 3
130 "y" "f" 1.33333333333333 1.66666666666667
130 "y" "m" 1.66666666666667 1.33333333333333
131 "f" "m" 4 4
131 "f" "y" 3.33333333333333 3
131 "m" "f" 2 1.66666666666667
131 "m" "y" 1.33333333333333 1
131 "y" "f" 1.66666666666667 1.66666666666667
131 "y" "m" 1.33333333333333 1.66666666666667
132 "f" "m" 3.33333333333333 1.33333333333333
132 "f" "y" 2 2
132 "m" "f" 2.33333333333333 1
132 "m" "y" 1 1
132 "y" "f" 1 1
132 "y" "m" 1 1
133 "f" "m" 2 2
133 "f" "y" 2 1.93566436391549
133 "m" "f" 2.33333333333333 2.33333333333333
133 "m" "y" 1 1.66666666666667
133 "y" "f" 3 3
133 "y" "m" 2.33333333333333 2.33333333333333
134 "f" "m" 2.33333333333333 2
134 "f" "y" 2.66666666666667 2.33333333333333
134 "m" "f" 3.66666666666667 3.66666666666667
134 "m" "y" 3 2.33333333333333
134 "y" "f" 1.33333333333333 2.33333333333333
134 "y" "m" 1 1
135 "f" "m" 1.66666666666667 1.33333333333333
135 "f" "y" 1.33333333333333 1
135 "m" "f" 1.33333333333333 1
135 "m" "y" 1.66666666666667 1
135 "y" "f" 1 1
135 "y" "m" 1 1
136 "f" "m" 1.33333333333333 1
136 "f" "y" 2 1.33333333333333
136 "m" "f" 1.66666666666667 1.33333333333333
136 "m" "y" 2 3
136 "y" "f" 3.66666666666667 4
136 "y" "m" 1.33333333333333 1.66666666666667
137 "f" "m" 2.33333333333333 1
137 "f" "y" 1 1
137 "m" "f" 1.66666666666667 1
137 "m" "y" 2.33333333333333 1.33333333333333
137 "y" "f" 1.33333333333333 2.66666666666667
137 "y" "m" 1.66666666666667 2.66666666666667
138 "f" "m" 1.33333333333333 1.33333333333333
138 "f" "y" 2.66666666666667 2.33333333333333
138 "m" "f" 2 2
138 "m" "y" 2.66666666666667 2.66666666666667
138 "y" "f" 3 1.33333333333333
138 "y" "m" 2.33333333333333 1.66666666666667
139 "f" "m" 1.33333333333333 1
139 "f" "y" 1.33333333333333 1.66666666666667
139 "m" "f" 2.33333333333333 1.33333333333333
139 "m" "y" 2.33333333333333 1.66666666666667
139 "y" "f" 3.33333333333333 1.66666666666667
139 "y" "m" 1.66666666666667 1.66666666666667
140 "f" "m" 3.66666666666667 2.66666666666667
140 "f" "y" 1.66666666666667 1
140 "m" "f" 1 1
140 "m" "y" 1.66666666666667 1
140 "y" "f" 1 1
140 "y" "m" 1 1
141 "f" "m" 1 1
141 "f" "y" 1.66666666666667 1
141 "m" "f" 1.33333333333333 1
141 "m" "y" 2.66666666666667 2
141 "y" "f" 1.33333333333333 1.66666666666667
141 "y" "m" 1.33333333333333 2
142 "f" "m" 1 1
142 "f" "y" 1.66666666666667 2.66666666666667
142 "m" "f" 1 1
142 "m" "y" 2 1.66666666666667
142 "y" "f" 2 2
142 "y" "m" 1 1
143 "f" "m" 1.33333333333333 1.66666666666667
143 "f" "y" 3 2.33333333333333
143 "m" "f" 1.66666666666667 1
143 "m" "y" 2 1.66666666666667
143 "y" "f" 1 1
143 "y" "m" 1 1
144 "f" "m" 1 1
144 "f" "y" 1 1
144 "m" "f" 1.33333333333333 1
144 "m" "y" 2 1.66666666666667
144 "y" "f" 1 1
144 "y" "m" 2.33333333333333 1.66666666666667
145 "f" "m" 3.66666666666667 2.58333333333333
145 "f" "y" 1 1
145 "m" "f" 4.33333333333333 3
145 "m" "y" 1 1
145 "y" "f" 2.33333333333333 1
145 "y" "m" 4.33333333333333 4.66666666666667
146 "f" "m" 2.66666666666667 2
146 "f" "y" 2.66666666666667 2
146 "m" "f" 1.33333333333333 1.33333333333333
146 "m" "y" 3.33333333333333 2.33333333333333
146 "y" "f" 1 1.33333333333333
146 "y" "m" 1 1
147 "f" "m" 2.33333333333333 2
147 "f" "y" 2 1.33333333333333
147 "m" "f" 1 1
147 "m" "y" 1.33333333333333 1
147 "y" "f" 1 1
147 "y" "m" 1 1
148 "f" "m" 2.66666666666667 2.33333333333333
148 "f" "y" 3 3
148 "m" "f" 2 2.66666666666667
148 "m" "y" 1.66666666666667 2
148 "y" "f" 2.59970238095238 1
148 "y" "m" 3 3
149 "f" "m" 2.33333333333333 1.66666666666667
149 "f" "y" 1.33333333333333 2.33333333333333
149 "m" "f" 1.33333333333333 1
149 "m" "y" 1 1
149 "y" "f" 1 1
149 "y" "m" 1 1
150 "f" "m" 1 1
150 "f" "y" 1 1
150 "m" "f" 1.33333333333333 1
150 "m" "y" 1 1.66666666666667
150 "y" "f" 2.66666666666667 1.33333333333333
150 "y" "m" 1 1.33333333333333
151 "f" "m" 1.33333333333333 1
151 "f" "y" 1.66666666666667 1
151 "m" "f" 1 1
151 "m" "y" 1 1
151 "y" "f" 2.33333333333333 2.33333333333333
151 "y" "m" 2 1.66666666666667
152 "f" "m" 4.33333333333333 4.66666666666667
152 "f" "y" 3.33333333333333 2.66666666666667
152 "m" "f" 3.33333333333333 3.33333333333333
152 "m" "y" 4.33333333333333 3.33333333333333
152 "y" "f" 3 3
152 "y" "m" 3.66666666666667 3
153 "f" "m" 1.33333333333333 1.33333333333333
153 "f" "y" 1.66666666666667 2
153 "m" "f" 1 1
153 "m" "y" 1 1
153 "y" "f" 2.66666666666667 2.33333333333333
153 "y" "m" 3.66666666666667 1
154 "f" "m" 1 1
154 "f" "y" 1.33333333333333 1
154 "m" "f" 1 1
154 "m" "y" 2 2
154 "y" "f" 1 1
154 "y" "m" 1 1
155 "f" "m" 1 1
155 "f" "y" 2 2
155 "m" "f" 2 1
155 "m" "y" 2.33333333333333 1.66666666666667
155 "y" "f" 1.66666666666667 1.66666666666667
155 "y" "m" 2 1
156 "f" "m" 1.66666666666667 1.33333333333333
156 "f" "y" 2.33333333333333 2
156 "m" "f" 1.33333333333333 2
156 "m" "y" 2.33333333333333 2
156 "y" "f" 2 3
156 "y" "m" 2 3.33333333333333
157 "f" "m" 1 1
157 "f" "y" 2 1.66666666666667
157 "m" "f" 2 1
157 "m" "y" 1.33333333333333 1.33333333333333
157 "y" "f" 3.33333333333333 3.66666666666667
157 "y" "m" 2.33333333333333 1.33333333333333
158 "f" "m" 5 4.33333333333333
158 "f" "y" 2.33333333333333 2.33333333333333
158 "m" "f" 2.33333333333333 2
158 "m" "y" 1.66666666666667 1.33333333333333
158 "y" "f" 2.33333333333333 1.66666666666667
158 "y" "m" 1 1
159 "f" "m" 1 1
159 "f" "y" 1.33333333333333 1
159 "m" "f" 1 1
159 "m" "y" 1.33333333333333 1.66666666666667
159 "y" "f" 3.33333333333333 3.66666666666667
159 "y" "m" 2 2.33333333333333
160 "f" "m" 1 1
160 "f" "y" 1 1
160 "m" "f" 1 1
160 "m" "y" 1 1
160 "y" "f" 1 1.33333333333333
160 "y" "m" 1.66666666666667 1.33333333333333
161 "f" "m" 2.66666666666667 2
161 "f" "y" 2 2
161 "m" "f" 1.66666666666667 1
161 "m" "y" 1.66666666666667 1.33333333333333
161 "y" "f" 1.66666666666667 1.33333333333333
161 "y" "m" 1 1
162 "f" "m" 1.33333333333333 1.33333333333333
162 "f" "y" 1.66666666666667 1.66666666666667
162 "m" "f" 1.33333333333333 1.66666666666667
162 "m" "y" 2 2.33333333333333
162 "y" "f" 2.66666666666667 1.66666666666667
162 "y" "m" 1 1.33333333333333
163 "f" "m" 1.33333333333333 1.66666666666667
163 "f" "y" 3.33333333333333 3
163 "m" "f" 2 2
163 "m" "y" 1.66666666666667 1.66666666666667
163 "y" "f" 1.66666666666667 1
163 "y" "m" 1.33333333333333 2
164 "f" "m" 1.66666666666667 2
164 "f" "y" 1.66666666666667 1.33333333333333
164 "m" "f" 3 3.33333333333333
164 "m" "y" 3 3.33333333333333
164 "y" "f" 1.66666666666667 2.66666666666667
164 "y" "m" 1 1
165 "f" "m" 1 1
165 "f" "y" 1.66666666666667 2.33333333333333
165 "m" "f" 1.66666666666667 1.66666666666667
165 "m" "y" 1 1
165 "y" "f" 3 2.33333333333333
165 "y" "m" 1 1
166 "f" "m" 3.33333333333333 3.33333333333333
166 "f" "y" 2.66666666666667 2
166 "m" "f" 1.66666666666667 1
166 "m" "y" 1 1
166 "y" "f" 1 2
166 "y" "m" 1 1
167 "f" "m" 1 1
167 "f" "y" 1.33333333333333 1
167 "m" "f" 1 1
167 "m" "y" 1 1
167 "y" "f" 1 1
167 "y" "m" 1 1
168 "f" "m" 3.66666666666667 3
168 "f" "y" 2 1.33333333333333
168 "m" "f" 3.66666666666667 4
168 "m" "y" 1.33333333333333 1.33333333333333
168 "y" "f" 1 1.33333333333333
168 "y" "m" 1 1.33333333333333
169 "f" "m" 3 3.33333333333333
169 "f" "y" 1.66666666666667 3.66666666666667
169 "m" "f" 1 1.33333333333333
169 "m" "y" 2.33333333333333 2.33333333333333
169 "y" "f" 2.66666666666667 3
169 "y" "m" 2.66666666666667 3.33333333333333
170 "f" "m" 1.66666666666667 1.33333333333333
170 "f" "y" 2 1
170 "m" "f" 3 2.66666666666667
170 "m" "y" 3 3
170 "y" "f" 1.33333333333333 1.33333333333333
170 "y" "m" 1.66666666666667 1.33333333333333
171 "f" "m" 1 1
171 "f" "y" 1.66666666666667 1
171 "m" "f" 1.33333333333333 1
171 "m" "y" 2.33333333333333 2
171 "y" "f" 1 1
171 "y" "m" 1 1
172 "f" "m" 1.66666666666667 1.33333333333333
172 "f" "y" 2 2
172 "m" "f" 1 1
172 "m" "y" 1 1
172 "y" "f" 1 1
172 "y" "m" 1 1
173 "f" "m" 3 3
173 "f" "y" 3 2.66666666666667
173 "m" "f" 3.33333333333333 2.33333333333333
173 "m" "y" 2.66666666666667 2
173 "y" "f" 1.33333333333333 2
173 "y" "m" 1.33333333333333 1
174 "f" "m" 1.66666666666667 2
174 "f" "y" 2.33333333333333 2
174 "m" "f" 2 1
174 "m" "y" 2 1
174 "y" "f" 1.66666666666667 1
174 "y" "m" 1 1
175 "f" "m" 2.66666666666667 2.33333333333333
175 "f" "y" 3.33333333333333 2.33333333333333
175 "m" "f" 3.66666666666667 4.33333333333333
175 "m" "y" 1 1
175 "y" "f" 1 1
175 "y" "m" 1 1
176 "f" "m" 1.33333333333333 1
176 "f" "y" 2.33333333333333 3
176 "m" "f" 1 1
176 "m" "y" 2.66666666666667 2.66666666666667
176 "y" "f" 2 2
176 "y" "m" 2 2.33333333333333
177 "f" "m" 4 3.33333333333333
177 "f" "y" 1 1
177 "m" "f" 2.66666666666667 4.33333333333333
177 "m" "y" 4 4
177 "y" "f" 1 2
177 "y" "m" 1.33333333333333 1
178 "f" "m" 1 1
178 "f" "y" 1 1
178 "m" "f" 1 1
178 "m" "y" 3 1.33333333333333
178 "y" "f" 1.33333333333333 1
178 "y" "m" 1.33333333333333 1.66666666666667
179 "f" "m" 3.33333333333333 3
179 "f" "y" 1.66666666666667 1
179 "m" "f" 2 1.33333333333333
179 "m" "y" 1 1
179 "y" "f" 1.66666666666667 1
179 "y" "m" 1.66666666666667 1.33333333333333
180 "f" "m" 2.33333333333333 2
180 "f" "y" 2 2.33333333333333
180 "m" "f" 2.33333333333333 1.66666666666667
180 "m" "y" 1.66666666666667 2.33333333333333
180 "y" "f" 1 1
180 "y" "m" 1.33333333333333 1.33333333333333
181 "f" "m" 1 1
181 "f" "y" 3.66666666666667 3.66666666666667
181 "m" "f" 2.33333333333333 1.66666666666667
181 "m" "y" 2.66666666666667 2
181 "y" "f" 2 2
181 "y" "m" 2 2.33333333333333
182 "f" "m" 3 2.33333333333333
182 "f" "y" 2 2
182 "m" "f" 3.66666666666667 3.33333333333333
182 "m" "y" 2.33333333333333 2.33333333333333
182 "y" "f" 4.33333333333333 4
182 "y" "m" 3 2.79017857142857
183 "f" "m" 2 2.66666666666667
183 "f" "y" 2.66666666666667 2
183 "m" "f" 2.33333333333333 1
183 "m" "y" 1.66666666666667 1
183 "y" "f" 3 4
183 "y" "m" 3 2.33333333333333
184 "f" "m" 1 1
184 "f" "y" 2 2
184 "m" "f" 1 1
184 "m" "y" 1.33333333333333 1
184 "y" "f" 1 1
184 "y" "m" 1 1
185 "f" "m" 4 4
185 "f" "y" 3.33333333333333 3.33333333333333
185 "m" "f" 1 1
185 "m" "y" 2 1
185 "y" "f" 2.33333333333333 2
185 "y" "m" 1 1.33333333333333
186 "f" "m" 1.66666666666667 1.66666666666667
186 "f" "y" 2.66666666666667 1.33333333333333
186 "m" "f" 1 1
186 "m" "y" 2 2.33333333333333
186 "y" "f" 1 1
186 "y" "m" 1 1.66666666666667
187 "f" "m" 2.33333333333333 2.66666666666667
187 "f" "y" 2.33333333333333 2
187 "m" "f" 2 2
187 "m" "y" 1.66666666666667 2
187 "y" "f" 2.33333333333333 2
187 "y" "m" 1.66666666666667 1.33333333333333
188 "f" "m" 3 2
188 "f" "y" 3 2.66666666666667
188 "m" "f" 2.66666666666667 2
188 "m" "y" 2 1.66666666666667
188 "y" "f" 1.33333333333333 2
188 "y" "m" 3 4.66666666666667
189 "f" "m" 2 2.33333333333333
189 "f" "y" 1.33333333333333 2
189 "m" "f" 1 1
189 "m" "y" 1.66666666666667 1.66666666666667
189 "y" "f" 2.33333333333333 2.33333333333333
189 "y" "m" 1.33333333333333 2.33333333333333
190 "f" "m" 1.66666666666667 2
190 "f" "y" 1.66666666666667 2.66666666666667
190 "m" "f" 1 1
190 "m" "y" 2.33333333333333 3
190 "y" "f" 1 1.66666666666667
190 "y" "m" 1.66666666666667 1.33333333333333
191 "f" "m" 2.66666666666667 1.33333333333333
191 "f" "y" 3.33333333333333 2.66666666666667
191 "m" "f" 3.33333333333333 1.66666666666667
191 "m" "y" 1 1
191 "y" "f" 2 1
191 "y" "m" 1.33333333333333 1
192 "f" "m" 2.33333333333333 2
192 "f" "y" 1.66666666666667 1.33333333333333
192 "m" "f" 3.66666666666667 3.33333333333333
192 "m" "y" 2 1.33333333333333
192 "y" "f" 3.33333333333333 3.33333333333333
192 "y" "m" 3 3
193 "f" "m" 4.33333333333333 4
193 "f" "y" 3.33333333333333 3.33333333333333
193 "m" "f" 2 2.33333333333333
193 "m" "y" 1.33333333333333 1.33333333333333
193 "y" "f" 2.66666666666667 3
193 "y" "m" 2.33333333333333 2.66666666666667
194 "f" "m" 1 1
194 "f" "y" 2.66666666666667 2.66666666666667
194 "m" "f" 1 1
194 "m" "y" 2.66666666666667 3.66666666666667
194 "y" "f" 1 1
194 "y" "m" 2.33333333333333 2.33333333333333
195 "f" "m" 1.66666666666667 1.66666666666667
195 "f" "y" 3.66666666666667 3.66666666666667
195 "m" "f" 1.66666666666667 1.66666666666667
195 "m" "y" 4.33333333333333 4
195 "y" "f" 2 2.33333333333333
195 "y" "m" 2 2.33333333333333
196 "f" "m" 2 1
196 "f" "y" 1 1.33333333333333
196 "m" "f" 2 1.66666666666667
196 "m" "y" 1 1
196 "y" "f" 2 1
196 "y" "m" 2.33333333333333 1.66666666666667
197 "f" "m" 2.66666666666667 1.33333333333333
197 "f" "y" 3 2.66666666666667
197 "m" "f" 1.33333333333333 1
197 "m" "y" 2 1.33333333333333
197 "y" "f" 2 1.66666666666667
197 "y" "m" 1 1
198 "f" "m" 1.33333333333333 1.33333333333333
198 "f" "y" 1.66666666666667 1.66666666666667
198 "m" "f" 2 1
198 "m" "y" 1.33333333333333 1
198 "y" "f" 1.33333333333333 1
198 "y" "m" 1.52529761904762 1
199 "f" "m" 1.66666666666667 1
199 "f" "y" 1 1
199 "m" "f" 1 1.33333333333333
199 "m" "y" 1 1
199 "y" "f" 2.66666666666667 2.33333333333333
199 "y" "m" 2.66666666666667 2.66666666666667
200 "f" "m" 3.33333333333333 2.33333333333333
200 "f" "y" 4 2.66666666666667
200 "m" "f" 1 1
200 "m" "y" 2.66666666666667 3
200 "y" "f" 2 4.33333333333333
200 "y" "m" 2 2.33333333333333
201 "f" "m" 3 3.66666666666667
201 "f" "y" 3.33333333333333 3
201 "m" "f" 3 2.66666666666667
201 "m" "y" 1 1
201 "y" "f" 1.33333333333333 1.66666666666667
201 "y" "m" 1.33333333333333 1
202 "f" "m" 2.33333333333333 2.66666666666667
202 "f" "y" 1.66666666666667 1.33333333333333
202 "m" "f" 3.33333333333333 4
202 "m" "y" 1 1.33333333333333
202 "y" "f" 1.33333333333333 1.33482810164424
202 "y" "m" 1.99252615844544 1
203 "f" "m" 2 2
203 "f" "y" 1.33333333333333 1.33333333333333
203 "m" "f" 3.66666666666667 5
203 "m" "y" 1.66666666666667 1.66666666666667
203 "y" "f" 1 1
203 "y" "m" 1.33333333333333 3.33333333333333
204 "f" "m" 1.66666666666667 1.66666666666667
204 "f" "y" 1.66666666666667 1.33333333333333
204 "m" "f" 1 1
204 "m" "y" 1.33333333333333 2
204 "y" "f" 1.33333333333333 2
204 "y" "m" 2.33333333333333 3
205 "f" "m" 2 2
205 "f" "y" 2 2
205 "m" "f" 3.33333333333333 3
205 "m" "y" 1.33333333333333 1.66666666666667
205 "y" "f" 2 2
205 "y" "m" 2.33333333333333 2
206 "f" "m" 2 1.33333333333333
206 "f" "y" 3 1.66666666666667
206 "m" "f" 1 1
206 "m" "y" 1 1
206 "y" "f" 1 1
206 "y" "m" 1 1
207 "f" "m" 4 4
207 "f" "y" 2.33333333333333 2.33333333333333
207 "m" "f" 2 2
207 "m" "y" 2 2
207 "y" "f" 2.33333333333333 2.66666666666667
207 "y" "m" 2 2
208 "f" "m" 1 1
208 "f" "y" 1.96577380952381 1.66666666666667
208 "m" "f" 1 1
208 "m" "y" 2 1.33333333333333
208 "y" "f" 1.33333333333333 1.66666666666667
208 "y" "m" 2.33333333333333 1.66666666666667
